sampn,hcnty,hhtaz,hhzip,lang,hhnum,hhveh,hmrac,hhinc,hhtel,hstruc,wtrip,strip,ttrips,ttrans,truse,otran,auto,subwy,mbus,EXP1_FINAL_SAT,EXP1_FINAL_SUN,EXP1_FINAL_WKD,EXP1_FINAL_WKNDAY,EXP1_FINAL_WKNTOT,EXP_HH1B_AVGDAY
6035819,"New York                                          ",205,"10128",1,1,1,4,6,2,4,,,2,0,,,,,,,2.2448000000000002e+03,,1.1119000000000001e+03,2.2238499999999999e+03,3.2499248571428569e+02
6035820,"New York                                          ",205,"10128",1,2,1,1,7,2,2,1,,4,2,1,,,1,,,,2.1019999999999999e+02,,,1.5359614285714284e+02
6035823,"New York                                          ",205,"10128",1,1,0,1,2,1,4,,,4,2,1,,,1,,,,2.9760000000000002e+02,,,2.1746057142857143e+02
6035842,"New York                                          ",255,"10128",1,2,0,1,3,2,2,1,,5,4,1,,,1,,,,2.0880000000000001e+02,,,1.5257314285714284e+02
6035843,"New York                                          ",256,"10552",1,4,1,5,2,1,4,,,2,0,,,,,,,,2.0880000000000001e+02,,,1.5257314285714284e+02
6035847,"New York                                          ",256,"10128",1,2,1,1,6,2,2,1,,4,2,1,,,1,1,,1.4452000000000000e+03,,8.0570000000000005e+02,1.6114900000000000e+03,2.3549459999999999e+02
6035850,"New York                                          ",255,"10128",1,2,0,1,7,3,4,1,,2,2,1,,,1,,,,2.8900000000000000e+02,,,2.1117642857142854e+02
6035860,"New York                                          ",256,"10128",1,1,0,1,5,3,4,1,,4,2,1,,,1,,,,3.2180000000000001e+02,,,2.3514385714285712e+02
6035869,"New York                                          ",255,"10128",1,2,0,5,3,3,4,1,,3,3,1,,,,1,,,2.4209999999999999e+02,,,1.7690592857142855e+02
6035874,"New York                                          ",255,"10128",1,2,0,1,7,3,2,1,,4,7,1,,,1,1,,,2.1019999999999999e+02,,,1.5359614285714284e+02
6035877,"New York                                          ",255,"10128",1,2,0,1,6,3,2,,,4,0,,,,,,,,2.1019999999999999e+02,,,1.5359614285714284e+02
6035885,"New York                                          ",255,"10128",1,2,1,1,7,2,2,1,,3,2,1,,,1,,,,2.1019999999999999e+02,,,1.5359614285714284e+02
6035897,"New York                                          ",198,"10128",1,3,0,1,5,2,2,1,,4,4,1,,,1,,,,3.1239999999999998e+02,,,2.2827514285714284e+02
6035918,"New York                                          ",200,"10128",1,1,0,1,4,3,4,1,,4,2,1,,,1,,,,2.9439999999999998e+02,,,2.1512228571428568e+02
6035919,"New York                                          ",200,"10128",1,1,0,1,3,2,4,1,,4,2,1,,,1,,,,2.9439999999999998e+02,,,2.1512228571428568e+02
6035925,"New York                                          ",200,"10128",1,1,0,1,2,2,4,1,,9,7,1,,,1,1,,,2.9760000000000002e+02,,,2.1746057142857143e+02
6035937,"New York                                          ",198,"10128",1,1,0,4,3,3,4,1,,4,4,1,,,1,1,,,2.9439999999999998e+02,,,2.1512228571428568e+02
6035953,"New York                                          ",205,"10128",1,2,0,5,2,2,2,1,,3,4,1,,,1,1,,,2.0880000000000001e+02,,,1.5257314285714284e+02
6035955,"New York                                          ",205,"10128",1,1,1,1,6,3,4,,,3,0,,,,,,,,3.2180000000000001e+02,,,2.3514385714285712e+02
6035962,"New York                                          ",205,"10128",1,2,1,1,2,2,4,,,6,0,,,,,,,1.7764000000000001e+03,,8.0570000000000005e+02,1.6114900000000000e+03,2.3549459999999999e+02
6035964,"New York                                          ",205,"10128",1,1,0,1,2,1,6,,,2,2,1,,,,1,,1.4452000000000000e+03,,8.8789999999999998e+02,1.7758800000000001e+03,2.5952048571428571e+02
6035975,"New York                                          ",205,"10128",1,1,0,1,5,3,4,1,,2,2,1,,,,1,,,3.2180000000000001e+02,,,2.3514385714285712e+02
6035983,"New York                                          ",205,"10128",1,2,2,1,5,3,2,1,,5,3,1,,,1,1,,,2.1019999999999999e+02,,,1.5359614285714284e+02
6035985,"New York                                          ",205,"10128",1,2,1,1,7,3,2,1,,2,1,1,,,1,,,,2.1019999999999999e+02,,,1.5359614285714284e+02
6035993,"New York                                          ",255,"10128",1,2,0,5,5,3,2,1,,4,4,1,,,1,,,,2.1019999999999999e+02,,,1.5359614285714284e+02
6035996,"New York                                          ",255,"10128",1,1,1,3,5,3,4,1,,8,0,,,,,,,,3.2180000000000001e+02,,,2.3514385714285712e+02
6036001,"New York                                          ",255,"10128",1,1,0,1,3,2,4,1,,6,3,1,,,1,1,,,2.9439999999999998e+02,,,2.1512228571428568e+02
6036010,"New York                                          ",198,"10128",1,1,0,1,3,2,4,1,,2,3,1,,,1,1,,,2.9439999999999998e+02,,,2.1512228571428568e+02
6036035,"New York                                          ",197,"10128",1,1,0,1,2,2,4,1,,3,5,1,,,1,1,,,2.9760000000000002e+02,,,2.1746057142857143e+02
6036037,"New York                                          ",197,"10128",1,1,0,1,4,3,4,1,,9,8,1,,,1,1,,,2.9439999999999998e+02,,,2.1512228571428568e+02
6036043,"New York                                          ",198,"10128",1,4,1,1,6,3,1,1,,2,2,1,,,1,,,,3.2500000000000000e+02,,,2.3748214285714283e+02
6036044,"New York                                          ",198,"10128",1,2,0,3,6,2,2,1,,5,5,1,,,,1,,1.4452000000000000e+03,2.1019999999999999e+02,8.0570000000000005e+02,1.6114900000000000e+03,1.5359614285714284e+02
6036049,"New York                                          ",197,"10128",1,2,0,3,7,3,4,,1,2,4,1,,,1,1,,,2.8900000000000000e+02,,,2.1117642857142854e+02
6036052,"New York                                          ",197,"10128",1,2,0,1,4,2,3,1,,2,4,1,,,1,1,,,2.4209999999999999e+02,,,1.7690592857142855e+02
6036073,"New York                                          ",198,"10128",1,2,0,1,5,3,6,,,3,2,1,,,,1,,,2.2740000000000001e+02,,,1.6616442857142854e+02
6036083,"New York                                          ",198,"10128",1,2,0,5,1,1,6,,,0,0,,,,,,,,3.3889999999999998e+02,,,2.4763907142857141e+02
6036103,"New York                                          ",197,"10128",1,4,0,5,5,3,1,1,,7,6,1,,,1,1,,,3.2500000000000000e+02,,,2.3748214285714283e+02
6036107,"New York                                          ",197,"10128",1,2,1,1,5,3,2,1,,4,3,1,,,1,1,,,2.1019999999999999e+02,,,1.5359614285714284e+02
6036111,"New York                                          ",198,"10128",1,4,0,4,6,3,1,1,,11,0,,,,,,,,3.2500000000000000e+02,,,2.3748214285714283e+02
6036112,"Kings                                             ",198,"11229",1,1,0,5,5,3,4,1,,2,2,1,,,1,,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6036117,"New York                                          ",198,"10128",1,2,0,4,7,3,2,1,,6,6,1,,,1,1,,,2.1019999999999999e+02,,,1.5359614285714284e+02
6036141,"New York                                          ",1,"10280",1,2,1,1,7,3,2,1,,7,2,1,,,,1,,,2.1019999999999999e+02,,,1.5359614285714284e+02
6036145,"New York                                          ",1,"10280",1,2,2,1,7,3,4,1,,2,0,,,,,,,,2.8900000000000000e+02,,,2.1117642857142854e+02
6036166,"New York                                          ",1,"10280",1,1,0,1,3,3,4,1,,4,0,,,,,,,,2.9439999999999998e+02,,,2.1512228571428568e+02
6036170,"New York                                          ",1,"10280",1,1,0,1,6,2,4,,,2,0,,,,,,,,3.2180000000000001e+02,,,2.3514385714285712e+02
6036178,"New York                                          ",1,"10280",1,1,0,1,5,1,4,1,,4,0,,,,,,2.2413000000000002e+03,,,1.1119000000000001e+03,2.2238499999999999e+03,3.2499248571428569e+02
6036213,"New York                                          ",2,"10282",1,2,0,1,7,2,2,1,,8,4,1,,,1,,,,2.1019999999999999e+02,,,1.5359614285714284e+02
6036219,"New York                                          ",2,"10282",1,4,1,1,7,3,3,,,0,0,,,,,,,1.4452000000000000e+03,,8.0570000000000005e+02,1.6114900000000000e+03,2.3549459999999999e+02
6036222,"New York                                          ",2,"10282",1,2,1,1,7,2,2,1,,6,6,1,,,1,,,,2.1019999999999999e+02,,,1.5359614285714284e+02
6036226,"New York                                          ",2,"10282",1,2,0,4,7,3,4,1,,9,2,1,,,1,,,,2.8900000000000000e+02,,,2.1117642857142854e+02
6036231,"New York                                          ",2,"10282",1,2,0,1,6,2,2,1,,4,3,1,,,1,,,,2.1019999999999999e+02,,,1.5359614285714284e+02
6036235,"New York                                          ",2,"10282",1,2,0,1,7,3,2,1,,5,2,1,,,1,,,,2.1019999999999999e+02,,,1.5359614285714284e+02
6036241,"New York                                          ",2,"10282",1,2,0,1,7,2,4,1,1,4,4,1,,,1,,,,2.8900000000000000e+02,,,2.1117642857142854e+02
6036255,"New York                                          ",318,"10463",2,4,0,3,1,3,2,,,2,2,1,,,1,1,,,2.0880000000000001e+02,,,1.5257314285714284e+02
6036269,"New York                                          ",318,"10463",1,3,0,3,1,2,4,,,3,4,1,,,1,1,,,2.1409999999999999e+02,,,1.5644592857142854e+02
6036271,"New York                                          ",318,"10463",1,2,0,3,1,3,2,1,1,4,3,1,,,,1,,,2.0880000000000001e+02,,,1.5257314285714284e+02
6036274,"New York                                          ",318,"10463",1,2,0,3,2,3,4,,,4,0,,,,,,1.8090999999999999e+03,,,8.0570000000000005e+02,1.6114900000000000e+03,2.3549459999999999e+02
6036287,"Queens                                            ",687,"11001",1,4,4,1,4,2,2,,,0,0,,,,,,2.3326999999999998e+03,,,1.1388000000000000e+03,2.2775799999999999e+03,3.3285497142857139e+02
6036295,"Queens                                            ",687,"11001",1,3,1,5,3,3,2,,,2,0,,,,,,,1.3275000000000000e+03,,7.2089999999999998e+02,1.4418800000000001e+03,2.1070877142857140e+02
6036308,"Queens                                            ",687,"11001",1,5,2,3,2,2,3,,,0,0,,,,,,,1.3275000000000000e+03,,7.0150000000000000e+02,1.4029900000000000e+03,2.0503842857142854e+02
6036310,"Queens                                            ",687,"11001",1,4,4,1,7,1,6,,,5,0,,,,,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6036320,"Queens                                            ",685,"11004",1,1,0,1,2,1,4,,,7,0,,,,,,,,3.2950000000000000e+02,,,2.4077035714285714e+02
6036326,"Queens                                            ",685,"11004",1,1,1,1,5,3,6,,,5,0,,,,,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036332,"Queens                                            ",636,"11004",1,1,1,1,2,3,4,,,0,0,,,,,,,,3.2950000000000000e+02,,,2.4077035714285714e+02
6036335,"Queens                                            ",685,"11004",1,4,1,5,5,1,2,,,0,0,,,,,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6036340,"Queens                                            ",685,"11004",1,2,2,4,5,3,2,1,,4,4,1,,,1,1,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036344,"Queens                                            ",685,"11004",1,1,1,1,2,2,4,1,,2,0,,,,,,,,3.2950000000000000e+02,,,2.4077035714285714e+02
6036348,"Queens                                            ",685,"11004",1,3,1,5,3,3,4,,,0,0,,,,,,,,3.8100000000000000e+02,,,2.7840214285714285e+02
6036349,"Queens                                            ",685,"11004",1,1,1,1,2,3,6,,,6,0,,,,,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036375,"Queens                                            ",686,"11004",1,2,2,5,4,3,6,,,0,0,,,,,,,,2.5290000000000001e+02,,,1.8479764285714285e+02
6036378,"Queens                                            ",686,"11004",1,3,2,5,2,3,4,,,2,0,,,,,,,2.1550000000000000e+03,,1.1388000000000000e+03,2.2775799999999999e+03,3.3285497142857139e+02
6036389,"Queens                                            ",686,"11004",1,3,2,4,5,3,2,,,6,0,,,,,,,1.8263000000000000e+03,,1.0937000000000000e+03,2.1874299999999998e+03,3.1967288571428571e+02
6036391,"Queens                                            ",686,"11004",1,4,2,5,5,3,2,1,,2,0,,,,,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6036397,"Queens                                            ",686,"11004",1,4,2,5,3,3,2,1,1,7,8,1,,,1,1,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6036400,"Queens                                            ",686,"11004",1,4,2,1,5,3,1,1,,2,0,,,,,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6036405,"Queens                                            ",686,"11004",1,1,1,1,2,1,6,,,2,0,,,1,,,1.4370000000000000e+03,,,7.0150000000000000e+02,1.4029900000000000e+03,2.0503842857142854e+02
6036409,"Queens                                            ",685,"11005",1,2,1,1,4,3,6,,1,5,0,,,,,,,,2.5290000000000001e+02,,,1.8479764285714285e+02
6036411,"Queens                                            ",636,"11005",1,1,1,1,2,3,6,,,0,0,,,,,,1.4370000000000000e+03,,,7.0150000000000000e+02,1.4029900000000000e+03,2.0503842857142854e+02
6036418,"Queens                                            ",636,"11005",1,1,1,1,7,3,6,,,4,0,,,,,,1.4370000000000000e+03,,,1.1388000000000000e+03,2.2775799999999999e+03,3.3285497142857139e+02
6036440,"Queens                                            ",636,"11005",1,1,1,1,2,3,4,1,,2,2,1,,,,1,,,3.2950000000000000e+02,,,2.4077035714285714e+02
6036442,"Queens                                            ",636,"11005",1,2,2,1,5,3,6,,,0,0,,,,,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036445,"Queens                                            ",636,"11005",1,1,1,1,7,3,6,,,4,2,1,,,,1,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036467,"Queens                                            ",349,"11101",1,2,0,1,5,2,2,,,4,1,1,,,1,,1.4370000000000000e+03,,,7.0150000000000000e+02,1.4029900000000000e+03,2.0503842857142854e+02
6036477,"Queens                                            ",349,"11101",1,2,0,1,3,2,2,1,1,7,7,1,,,1,1,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036479,"Queens                                            ",349,"11101",1,2,0,1,2,2,2,,,3,4,1,,,1,1,,1.8348000000000000e+03,,1.0830999999999999e+03,2.1662600000000002e+03,3.1657465714285712e+02
6036483,"Queens                                            ",347,"11101",1,1,3,1,7,2,4,1,,2,0,,,,,,,1.3275000000000000e+03,,7.0150000000000000e+02,1.4029900000000000e+03,2.0503842857142854e+02
6036487,"Queens                                            ",349,"11101",1,3,1,3,3,3,2,,,2,2,1,,,1,,,1.3275000000000000e+03,,7.2089999999999998e+02,1.4418800000000001e+03,2.1070877142857140e+02
6036490,"Queens                                            ",349,"11101",1,2,1,1,2,3,4,,,4,0,,,,,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6036524,"Queens                                            ",352,"11101",2,6,0,3,1,3,1,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036537,"Queens                                            ",363,"11101",1,1,0,1,2,2,4,,,2,2,1,,,1,,,2.1550000000000000e+03,,1.1239000000000001e+03,2.2478899999999999e+03,3.2849991428571428e+02
6036543,"Queens                                            ",362,"11101",1,3,0,3,2,3,2,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036549,"Queens                                            ",362,"11101",1,2,3,5,3,3,4,,,12,0,,,,,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036552,"Queens                                            ",362,"11101",1,2,0,4,5,3,2,1,,5,5,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036553,"Queens                                            ",362,"11101",1,2,1,1,5,3,2,,,2,2,1,,,1,,,1.3275000000000000e+03,,7.0150000000000000e+02,1.4029900000000000e+03,2.0503842857142854e+02
6036557,"Queens                                            ",362,"11101",1,1,0,1,4,2,4,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036564,"Queens                                            ",362,"11101",1,2,0,4,7,3,2,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036575,"Queens                                            ",362,"11101",1,1,0,5,4,3,4,1,,5,5,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036586,"Queens                                            ",353,"11101",1,2,0,2,1,3,5,,,2,4,1,,,1,1,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6036594,"Queens                                            ",353,"11101",1,3,0,3,1,1,4,,,0,0,,,,,,,1.4319000000000001e+03,,7.0439999999999998e+02,1.4087400000000000e+03,2.0588605714285711e+02
6036597,"Queens                                            ",353,"11101",1,4,1,3,2,1,1,1,,10,0,,,,,,,,2.7600000000000000e+02,,,2.0167714285714283e+02
6036598,"Queens                                            ",353,"11101",1,1,0,1,1,1,6,,,5,5,1,,,1,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6036606,"Queens                                            ",355,"11101",1,3,0,3,1,3,3,1,,2,3,1,,,1,1,,,2.9850000000000000e+02,,,2.1811821428571429e+02
6036607,"Queens                                            ",355,"11101",1,3,1,1,2,3,1,1,,4,4,1,,,1,1,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036613,"Queens                                            ",355,"11101",1,5,1,3,2,2,2,1,,9,0,,,,,,,,2.7600000000000000e+02,,,2.0167714285714283e+02
6036614,"Queens                                            ",355,"11101",1,1,0,5,6,3,6,,,2,2,1,,,,1,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036620,"Queens                                            ",355,"11101",1,5,0,3,1,1,5,,,0,0,,,,,,1.9392000000000000e+03,,,1.1217000000000000e+03,2.2433800000000001e+03,3.2785688571428574e+02
6036622,"Queens                                            ",355,"11101",1,1,0,5,1,3,4,1,,2,2,1,,,,1,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6036635,"Queens                                            ",353,"11101",1,3,0,2,1,3,3,,,2,2,1,,,1,,,,2.9850000000000000e+02,,,2.1811821428571429e+02
6036640,"Queens                                            ",353,"11101",1,5,0,2,1,3,3,1,,12,0,,,,,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6036641,"Queens                                            ",353,"11101",2,6,2,3,6,1,6,1,,2,2,1,,,1,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6036665,"Queens                                            ",356,"11102",1,1,0,1,4,2,4,,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036667,"Queens                                            ",356,"11102",1,2,0,1,4,3,4,,,4,3,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036671,"Queens                                            ",336,"11102",1,2,1,1,5,3,6,,,2,0,,,,,,,1.3275000000000000e+03,,7.1010000000000002e+02,1.4202800000000000e+03,2.0755208571428571e+02
6036673,"Queens                                            ",336,"11102",1,2,0,1,1,2,2,,1,10,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036675,"Queens                                            ",336,"11102",1,3,1,1,3,3,2,,,2,0,,,,,,,,3.0480000000000001e+02,,,2.2272171428571428e+02
6036679,"Queens                                            ",326,"11102",2,2,0,3,1,1,4,1,,3,3,1,,,1,,,,2.7000000000000000e+02,,,1.9729285714285712e+02
6036684,"Queens                                            ",335,"11102",1,1,0,1,4,2,4,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036685,"Queens                                            ",356,"11102",1,2,0,1,4,2,2,1,1,3,3,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036686,"Queens                                            ",357,"11102",2,6,0,3,2,3,5,1,,7,0,,,,,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036687,"Queens                                            ",357,"11102",1,2,0,1,5,2,2,,,4,4,1,,,1,,,1.3275000000000000e+03,,7.0150000000000000e+02,1.4029900000000000e+03,2.0503842857142854e+02
6036688,"Queens                                            ",326,"11102",1,3,0,3,2,3,2,1,,4,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036689,"Queens                                            ",336,"11102",1,5,0,5,1,3,3,1,,2,2,1,,,1,,,2.1550000000000000e+03,,1.1388000000000000e+03,2.2775799999999999e+03,3.3285497142857139e+02
6036700,"Queens                                            ",325,"11102",1,1,0,1,1,3,6,,,2,0,,,,,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6036707,"Queens                                            ",336,"11102",1,2,0,1,1,3,2,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036730,"Queens                                            ",356,"11102",1,1,1,2,2,3,4,,,4,0,,,,,,,2.1550000000000000e+03,,1.1239000000000001e+03,2.2478899999999999e+03,3.2849991428571428e+02
6036732,"Queens                                            ",357,"11102",1,2,1,1,1,3,4,1,,5,4,1,,,1,1,,,2.7000000000000000e+02,,,1.9729285714285712e+02
6036747,"Queens                                            ",329,"11102",2,4,1,3,3,3,1,1,,4,2,1,,,1,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6036751,"Queens                                            ",329,"11102",1,2,0,1,5,2,2,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036759,"Queens                                            ",329,"11102",1,2,0,1,5,2,2,1,,4,4,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036760,"Queens                                            ",329,"11102",1,3,1,1,4,3,2,1,,4,0,,,,,,,1.3275000000000000e+03,,7.2089999999999998e+02,1.4418800000000001e+03,2.1070877142857140e+02
6036778,"Queens                                            ",357,"11102",1,3,0,3,2,3,2,,,4,0,,,,,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036797,"Queens                                            ",329,"11102",1,1,0,1,2,3,4,1,,4,4,1,,,1,,,,3.2950000000000000e+02,,,2.4077035714285714e+02
6036798,"Queens                                            ",329,"11102",1,2,1,1,6,3,4,1,,5,5,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036799,"Queens                                            ",332,"11102",1,1,1,4,3,2,4,,,2,0,,,,,,1.6712000000000000e+03,,,8.2979999999999995e+02,1.6597000000000000e+03,2.4253868571428566e+02
6036806,"Queens                                            ",332,"11106",1,2,0,3,1,3,4,1,,3,3,1,,,1,1,,,2.7000000000000000e+02,,,1.9729285714285712e+02
6036818,"Queens                                            ",328,"11103",1,2,0,1,3,3,4,1,,3,3,1,,,1,1,1.4370000000000000e+03,,,7.0150000000000000e+02,1.4029900000000000e+03,2.0503842857142854e+02
6036824,"Queens                                            ",328,"11102",1,1,1,1,4,2,4,1,,2,0,,,,,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036832,"Queens                                            ",328,"11102",1,1,1,1,5,3,4,,,2,0,,,,,,,1.3275000000000000e+03,,7.0150000000000000e+02,1.4029900000000000e+03,2.0503842857142854e+02
6036843,"Queens                                            ",328,"11102",2,1,0,3,1,3,6,,,0,0,,,,,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6036852,"Queens                                            ",328,"11102",1,2,1,5,7,3,2,,,1,0,,,,,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036859,"Queens                                            ",328,"11102",1,2,1,5,2,2,2,1,,4,4,1,,,1,,,,3.0860000000000002e+02,,,2.2549842857142855e+02
6036862,"Queens                                            ",328,"11102",1,2,1,1,3,1,4,,,3,0,,,,,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036865,"Queens                                            ",328,"11102",1,4,1,1,2,3,2,,,2,4,1,,,1,1,,,2.7600000000000000e+02,,,2.0167714285714283e+02
6036885,"Queens                                            ",328,"11102",1,3,0,5,1,1,5,1,,4,4,1,,,1,1,,,3.8969999999999999e+02,,,2.8475935714285708e+02
6036893,"Queens                                            ",328,"11102",1,2,0,3,1,3,6,1,,3,4,1,,,1,1,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6036901,"Queens                                            ",341,"11103",1,5,4,1,6,3,1,,,2,0,,,1,,,,2.0388000000000000e+03,,1.1388000000000000e+03,2.2775799999999999e+03,3.3285497142857139e+02
6036902,"Queens                                            ",341,"11103",1,3,1,1,4,3,2,,,12,2,1,,,1,,,1.3275000000000000e+03,,7.2089999999999998e+02,1.4418800000000001e+03,2.1070877142857140e+02
6036903,"Queens                                            ",341,"11103",1,2,0,5,4,3,2,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036938,"Queens                                            ",349,"11103",1,1,1,1,2,2,4,1,,2,2,1,,,1,,,,3.2950000000000000e+02,,,2.4077035714285714e+02
6036954,"Queens                                            ",341,"11103",1,3,0,3,2,3,1,,,0,0,,,,,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036956,"Queens                                            ",341,"11103",1,2,0,1,4,2,2,1,,4,6,1,,,1,1,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6036967,"Queens                                            ",341,"11103",1,2,0,1,3,3,2,1,,6,2,1,,,1,,,2.1550000000000000e+03,,1.1388000000000000e+03,2.2775799999999999e+03,3.3285497142857139e+02
6036976,"Queens                                            ",349,"11103",1,1,1,1,3,3,4,1,,2,3,1,,,1,1,1.6712000000000000e+03,,,8.2979999999999995e+02,1.6597000000000000e+03,2.4253868571428566e+02
6036995,"Queens                                            ",345,"11103",1,2,0,4,3,2,4,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037020,"Queens                                            ",349,"11103",1,2,0,1,3,3,2,,,0,0,,,,,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037033,"Queens                                            ",340,"11103",1,2,2,1,2,2,4,1,,2,2,1,,,1,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6037046,"Queens                                            ",341,"11103",1,2,0,4,3,2,2,1,,4,4,1,,,1,,2.3326999999999998e+03,,2.4130000000000001e+02,1.1388000000000000e+03,2.2775799999999999e+03,1.7632135714285712e+02
6037054,"Queens                                            ",322,"11103",2,3,0,3,1,3,2,,,2,0,,,,,,,1.3275000000000000e+03,,7.0150000000000000e+02,1.4029900000000000e+03,2.0503842857142854e+02
6037056,"Queens                                            ",341,"11103",1,2,0,3,2,3,5,,,2,2,1,,,1,1,,,2.9000000000000000e+02,,,2.1190714285714284e+02
6037061,"Queens                                            ",336,"11103",1,1,0,1,1,2,4,1,,2,2,1,,,1,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6037067,"Queens                                            ",345,"11103",1,4,0,5,3,3,3,,,2,2,1,,,1,,,,3.7580000000000001e+02,,,2.7460242857142856e+02
6037069,"Queens                                            ",337,"11103",1,1,0,5,2,2,4,,,3,2,1,,,1,,2.2206999999999998e+03,,,1.1239000000000001e+03,2.2478899999999999e+03,3.2849991428571428e+02
6037073,"Queens                                            ",345,"11103",1,2,0,1,3,2,4,1,,4,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037080,"Queens                                            ",335,"11103",1,3,2,3,2,3,1,1,,8,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037117,"Queens                                            ",335,"11103",1,2,1,1,1,2,2,1,,4,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037119,"Queens                                            ",336,"11103",1,1,0,1,3,2,4,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037121,"Queens                                            ",336,"11103",1,1,0,1,3,3,4,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037128,"Queens                                            ",335,"11103",1,3,1,4,2,3,4,,1,2,2,1,,,1,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6037134,"Queens                                            ",335,"11103",1,1,0,5,1,1,6,,,2,0,,,,,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6037141,"Queens                                            ",335,"11103",1,1,0,1,2,3,6,,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037143,"Queens                                            ",336,"11103",1,1,0,4,1,3,4,1,,2,0,,,,,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6037144,"Queens                                            ",336,"11103",1,1,0,1,2,1,6,,,0,0,,,,,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037155,"Queens                                            ",336,"11103",1,2,0,1,3,2,2,1,,8,4,1,,,1,1,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037162,"Queens                                            ",372,"11104",1,2,0,1,3,1,4,,,0,0,,,,,,,1.3275000000000000e+03,,7.0150000000000000e+02,1.4029900000000000e+03,2.0503842857142854e+02
6037164,"Queens                                            ",372,"11104",1,1,1,1,2,2,4,1,,2,2,1,,,1,,,,3.2950000000000000e+02,,,2.4077035714285714e+02
